Generation,Lifetime Over 900 Cycle,Total Occumation Grade,Occupation Block of 5 Grade,Created Process Grade,Alive Process Grade,Bombing Freq Grade
0,901,454,0,1,25.0
1,901,337,0,1,40.0
2,901,337,0,1,40.0
3,901,187,0,1,40.0
4,901,187,0,1,40.0
5,901,187,0,1,40.0
6,901,187,0,1,40.0
7,901,187,0,1,40.0
8,901,187,0,1,40.0
9,901,187,0,1,40.0
10,901,187,0,1,40.0
11,901,187,0,1,40.0
12,901,344,0,1,40.0
13,901,365,0,1,40.0
14,901,344,0,1,40.0
15,901,365,0,1,40.0
16,901,365,0,1,40.0
17,4,6,0,0,0.0
18,901,365,0,1,40.0
19,901,365,0,1,40.0
20,901,365,0,1,40.0
21,901,365,0,1,40.0
22,901,365,0,1,40.0
23,901,365,0,1,40.0
24,8,0,0,0,0.0
25,901,366,0,1,40.0
26,7,0,0,0,0.0
27,901,366,0,1,40.0
28,901,366,0,1,40.0
29,901,366,0,1,40.0
30,901,366,0,1,40.0
31,901,0,0,1,0.0
32,901,365,0,1,40.0
33,901,10,0,1,25.055555555555557
34,901,187,0,1,40.0
35,901,187,0,1,40.0
36,901,187,0,1,40.0
37,901,187,0,1,40.0
38,901,187,0,1,40.0
39,901,187,0,1,40.0
40,901,0,0,1,0.0
41,901,187,0,1,40.0
42,901,187,0,1,40.0
43,901,9,0,1,33.333333333333336
44,901,0,0,1,0.0
45,901,9,0,1,25.0
46,901,188,0,1,29.944444444444443
47,901,0,0,1,0.0
48,901,194,0,1,40.0
49,901,306,0,1,27.666666666666668
50,901,307,0,1,27.666666666666668
51,901,307,0,1,27.666666666666668
52,901,307,0,1,27.666666666666668
53,901,279,0,1,30.0
54,901,307,0,1,27.666666666666668
55,901,279,0,1,30.0
56,901,13,0,1,29.944444444444443
57,901,13,0,1,29.944444444444443
58,901,279,0,1,30.0
59,901,11,0,1,25.0
60,901,13,0,1,25.055555555555557
61,901,191,0,1,30.0
62,901,364,0,1,30.0
63,901,191,0,1,30.0
64,11,0,0,0,0.0
65,901,0,0,1,0.0
66,12,12,0,0,0.0
67,901,10,0,1,25.0
68,901,235,0,1,25.0
69,901,10,0,1,25.0
70,901,45,0,1,4.833333333333333
71,901,0,0,1,0.0
72,901,0,0,1,0.0
73,901,0,0,1,0.0
74,901,230,0,1,25.055555555555557
75,901,230,0,1,25.055555555555557
76,4,0,0,0,0.0
77,901,456,0,1,0.2777777777777778
78,901,23,0,1,0.5
79,901,13,0,1,0.16666666666666666
80,901,0,0,1,0.0
81,901,312,0,1,16.72222222222222
82,901,312,0,1,16.72222222222222
83,901,27,0,1,0.8888888888888888
84,901,27,0,1,0.8888888888888888
85,901,313,0,1,16.72222222222222
86,901,16,0,1,0.2777777777777778
87,901,27,0,1,0.8888888888888888
88,901,27,0,1,0.8888888888888888
89,901,27,0,1,0.8888888888888888
90,901,27,0,1,0.8888888888888888
91,901,27,0,1,0.8888888888888888
92,901,191,0,1,30.0
93,901,0,0,1,0.0
94,901,28,0,1,0.8888888888888888
95,901,27,0,1,0.8888888888888888
96,901,0,0,1,0.0
97,901,27,0,1,0.8888888888888888
98,901,27,0,1,0.8888888888888888
99,901,14,0,1,16.72222222222222
100,901,27,0,1,0.8888888888888888
101,901,27,0,1,0.8888888888888888
102,901,226,0,1,16.666666666666668
103,901,27,0,1,0.8888888888888888
104,901,27,0,1,0.8888888888888888
105,901,27,0,1,0.8888888888888888
106,901,0,0,1,0.0
107,33,0,0,0,0.0
108,901,27,0,1,0.8888888888888888
109,33,0,0,0,0.0
110,53,23,0,0,0.6666666666666666
111,901,0,0,1,0.0
112,901,24,0,1,0.7222222222222222
113,901,24,0,1,0.7222222222222222
114,901,24,0,1,0.7222222222222222
115,901,24,0,1,0.7222222222222222
116,901,24,0,1,0.7222222222222222
117,7,0,0,0,0.0
118,901,24,0,1,0.7222222222222222
119,901,24,0,1,0.7222222222222222
120,901,24,0,1,0.7222222222222222
121,901,24,0,1,0.7222222222222222
122,901,24,0,1,0.7222222222222222
123,901,0,0,1,0.0
124,901,25,0,1,0.7777777777777778
125,901,25,0,1,0.7777777777777778
126,901,24,0,1,0.6666666666666666
127,901,24,0,1,0.6666666666666666
128,901,24,0,1,0.7777777777777778
129,901,24,0,1,0.7777777777777778
130,901,0,0,1,0.0
131,901,0,0,1,0.0
132,901,0,0,1,0.0
133,901,317,0,1,16.666666666666668
134,17,0,0,0,0.0
135,901,466,0,1,25.0
136,901,466,0,1,25.0
137,10,18,0,0,0.0
138,901,465,0,1,25.055555555555557
139,901,0,0,1,0.0
140,6,0,0,0,0.0
141,901,466,0,1,25.0
142,901,466,0,1,25.0
143,901,0,0,1,0.0
144,901,466,0,1,25.0
