Generation,Lifetime Over 900 Cycle,Total Occumation Grade,Occupation Block of 5 Grade,Created Process Grade,Alive Process Grade,Bombing Freq Grade
7665,901,0,0,246,208,0.0
7666,901,110,10,246,208,20.38888888888889
7667,901,120,15,263,227,19.11111111111111
7668,901,120,22,263,227,19.11111111111111
7669,901,120,15,263,227,19.11111111111111
7670,901,120,22,263,227,19.11111111111111
7671,901,115,16,259,211,17.22222222222222
7672,901,0,0,201,154,0.0
7673,901,128,21,250,186,16.833333333333332
7674,901,168,24,314,296,17.166666666666668
7675,901,178,33,330,311,16.055555555555557
7676,901,178,30,330,311,16.055555555555557
7677,901,175,10,271,262,13.5
7678,901,573,40,39,40,0.05555555555555555
7679,901,175,21,271,262,13.5
7680,901,175,21,271,262,13.5
7681,901,112,14,256,256,12.11111111111111
7682,901,125,16,265,262,10.88888888888889
7683,901,104,11,322,323,15.11111111111111
7684,901,109,16,335,327,13.61111111111111
7685,901,107,14,342,336,12.833333333333334
7686,901,107,7,341,333,12.944444444444445
7687,901,107,15,342,336,12.833333333333334
7688,901,109,14,352,349,12.222222222222221
7689,901,120,25,311,309,13.61111111111111
7690,901,120,18,311,309,13.61111111111111
7691,901,103,10,458,459,13.777777777777779
7692,901,103,11,458,459,13.777777777777779
7693,901,103,11,458,459,13.777777777777779
7694,901,103,12,458,459,13.166666666666666
7695,901,132,14,353,354,19.166666666666668
7696,901,103,4,458,459,13.166666666666666
7697,901,103,12,458,459,13.166666666666666
7698,901,103,11,458,459,13.166666666666666
7699,4,0,0,0,0,0.0
7700,901,0,0,460,455,0.0
7701,901,103,12,458,459,13.166666666666666
7702,901,144,29,393,378,12.38888888888889
7703,901,113,19,326,325,13.333333333333334
7704,901,106,14,458,459,13.944444444444445
7705,901,113,19,326,325,13.333333333333334
7706,901,106,13,458,459,13.944444444444445
7707,901,106,12,458,459,13.944444444444445
7708,901,111,17,412,413,17.88888888888889
7709,901,135,12,375,376,18.833333333333332
7710,901,106,14,404,405,16.72222222222222
7711,901,106,13,462,463,17.27777777777778
7712,901,111,15,412,413,17.88888888888889
7713,901,105,11,482,483,15.444444444444445
7714,901,105,10,482,483,15.444444444444445
7715,901,109,16,409,410,17.833333333333332
7716,901,105,5,482,483,15.444444444444445
7717,901,156,17,409,410,17.22222222222222
7718,901,156,17,409,410,17.22222222222222
7719,901,105,5,482,483,15.444444444444445
7720,901,105,13,482,483,15.444444444444445
7721,901,179,18,461,462,16.88888888888889
7722,901,177,16,464,465,16.61111111111111
7723,901,179,16,462,463,16.88888888888889
7724,901,0,0,185,82,0.0
7725,901,176,5,465,466,16.61111111111111
7726,901,0,0,242,216,0.0
7727,901,176,16,465,466,16.61111111111111
7728,901,0,0,248,211,0.0
7729,901,138,26,242,221,11.722222222222221
7730,901,138,18,242,221,11.722222222222221
7731,901,138,27,242,221,11.722222222222221
7732,4,103,10,0,0,0.0
7733,901,117,5,454,442,18.666666666666668
7734,901,102,10,555,524,7.222222222222222
7735,901,142,4,466,441,14.555555555555555
7736,901,130,12,492,461,12.555555555555555
7737,901,130,12,492,461,12.555555555555555
7738,901,130,12,492,461,12.555555555555555
7739,901,130,12,492,461,12.555555555555555
7740,901,130,12,492,461,12.555555555555555
7741,901,122,12,584,497,4.444444444444445
7742,901,130,13,492,461,12.555555555555555
7743,901,122,12,584,497,4.444444444444445
7744,901,0,0,3,4,0.0
7745,901,102,10,212,190,2.111111111111111
7746,901,130,13,492,461,12.555555555555555
7747,901,101,8,346,347,0.3333333333333333
7748,901,114,20,283,283,1.3888888888888888
7749,901,101,9,441,441,3.888888888888889
7750,901,101,9,441,441,3.888888888888889
7751,901,101,9,441,441,3.888888888888889
7752,901,101,9,441,441,3.888888888888889
7753,901,100,8,442,442,3.9444444444444446
7754,901,100,8,442,442,3.9444444444444446
7755,901,101,9,441,441,3.888888888888889
7756,901,109,15,490,484,0.3888888888888889
7757,901,100,8,450,451,0.0
7758,901,109,16,490,484,0.3888888888888889
7759,901,110,18,492,476,4.277777777777778
7760,901,110,16,492,476,4.277777777777778
7761,901,110,16,492,476,4.277777777777778
7762,901,110,17,492,476,4.277777777777778
7763,901,110,18,492,476,4.277777777777778
7764,901,139,33,509,509,7.722222222222222
7765,901,0,0,310,150,0.0
7766,5,0,0,0,0,0.0
7767,901,159,28,417,333,2.0555555555555554
7768,901,159,27,417,333,2.0555555555555554
7769,901,159,15,417,333,2.0555555555555554
7770,19,105,11,3,0,0.0
7771,901,187,51,436,428,16.72222222222222
7772,901,0,0,358,338,0.0
7773,901,0,0,425,225,0.0
7774,901,104,3,271,272,0.05555555555555555
7775,901,174,53,450,441,16.666666666666668
7776,901,0,0,317,311,0.0
7777,901,0,0,0,1,0.0
7778,901,162,16,317,311,15.444444444444445
7779,901,115,22,379,333,11.666666666666666
7780,901,129,22,324,299,6.055555555555555
7781,901,120,19,375,332,4.333333333333333
7782,901,120,19,375,332,4.333333333333333
7783,901,0,0,426,422,0.0
7784,901,111,19,426,422,15.333333333333334
7785,901,125,17,382,378,16.22222222222222
7786,901,110,15,427,421,15.61111111111111
7787,901,110,15,427,421,15.61111111111111
7788,901,0,0,256,172,0.0
7789,901,0,0,349,326,0.0
7790,901,101,9,301,3,0.0
7791,901,165,15,391,384,16.88888888888889
7792,901,0,0,399,315,0.0
7793,8,0,0,1,0,0.0
7794,901,179,21,428,378,11.166666666666666
7795,901,150,17,389,378,12.833333333333334
7796,901,114,18,434,421,11.277777777777779
7797,901,114,12,434,421,11.277777777777779
7798,901,139,25,380,371,11.0
7799,901,114,18,434,421,11.277777777777779
7800,901,115,16,417,414,11.444444444444445
7801,901,115,15,417,414,11.444444444444445
7802,901,118,18,395,354,12.055555555555555
7803,901,120,15,342,256,12.277777777777779
7804,901,118,23,390,297,12.38888888888889
7805,901,116,16,417,414,15.777777777777779
7806,901,0,0,417,417,0.0
7807,901,0,0,1,2,0.0
7808,901,124,15,395,308,16.166666666666668
7809,901,0,0,408,404,0.0
7810,901,179,16,533,520,13.444444444444445
7811,901,0,0,295,222,0.0
7812,901,108,15,453,357,9.555555555555555
7813,901,171,22,295,196,18.11111111111111
7814,901,0,0,0,1,0.0
7815,6,100,9,1,0,0.0
7816,901,134,17,379,328,18.11111111111111
7817,901,134,18,379,328,18.11111111111111
7818,901,134,9,379,328,18.11111111111111
7819,901,173,23,310,279,19.5
7820,901,0,0,326,26,0.0
7821,901,133,15,362,342,12.38888888888889
7822,901,173,25,310,279,19.5
7823,901,173,25,310,279,19.5
7824,901,173,22,310,279,19.5
7825,901,173,23,310,279,19.5
7826,901,173,24,310,279,19.5
7827,901,141,22,313,283,8.88888888888889
7828,901,141,22,313,283,8.88888888888889
7829,901,119,14,298,236,7.333333333333333
7830,901,0,0,250,179,0.0
7831,901,0,0,162,163,0.0
7832,901,0,0,317,311,0.0
7833,901,0,0,54,45,0.0
7834,901,129,13,317,314,15.333333333333334
7835,901,0,0,310,258,0.0
7836,901,158,16,390,356,6.777777777777778
7837,901,161,14,400,376,9.444444444444445
7838,901,0,0,414,395,0.0
7839,14,0,0,1,0,0.0
7840,901,139,9,414,395,5.388888888888889
7841,901,267,6,332,269,5.388888888888889
7842,901,139,18,414,395,5.388888888888889
7843,901,154,15,234,189,5.722222222222222
7844,901,160,14,387,357,6.0
7845,901,161,4,391,360,6.0
7846,901,206,17,318,307,12.61111111111111
7847,901,272,30,328,293,6.444444444444445
7848,901,272,14,328,293,6.444444444444445
7849,901,272,31,328,293,6.444444444444445
7850,901,99,1,3,3,0.1111111111111111
7851,901,202,21,322,302,10.722222222222221
7852,901,0,0,0,1,0.0
7853,901,202,19,320,298,10.722222222222221
7854,901,202,18,320,298,10.722222222222221
7855,4,0,0,0,0,0.0
7856,901,0,0,471,322,0.0
7857,901,207,16,471,320,2.3333333333333335
7858,901,0,0,480,366,0.0
7859,901,133,17,488,422,3.5555555555555554
7860,901,0,0,494,422,0.0
7861,901,136,17,409,314,4.777777777777778
7862,901,136,18,409,314,4.777777777777778
7863,901,139,20,412,314,4.666666666666667
7864,901,159,25,408,322,6.166666666666667
7865,901,139,20,412,314,4.666666666666667
7866,901,159,28,408,322,6.166666666666667
7867,901,139,20,412,314,4.666666666666667
7868,901,139,20,412,314,4.666666666666667
7869,901,133,14,420,340,4.722222222222222
7870,81,0,0,31,0,0.0
7871,901,139,20,412,314,4.666666666666667
7872,901,139,20,412,314,4.666666666666667
7873,901,115,21,481,447,6.444444444444445
7874,901,115,21,481,447,6.444444444444445
7875,901,123,25,379,344,8.277777777777779
7876,901,111,17,521,517,6.722222222222222
7877,901,0,0,518,488,0.0
7878,901,0,0,425,417,0.0
7879,901,111,18,544,533,6.611111111111111
7880,901,118,23,518,488,7.0
7881,901,118,22,518,488,7.0
7882,4,101,4,0,0,0.0
7883,901,118,24,518,488,7.0
7884,901,118,23,518,488,7.0
7885,901,118,21,518,488,7.0
7886,901,0,0,391,321,0.0
7887,901,117,8,498,386,5.5
7888,901,120,18,496,384,5.611111111111111
7889,901,140,12,526,430,6.833333333333333
7890,901,183,23,427,347,9.277777777777779
7891,901,120,18,496,384,5.611111111111111
7892,901,0,0,353,207,0.0
7893,901,184,24,444,375,13.11111111111111
7894,901,0,0,376,266,0.0
7895,901,124,21,402,312,7.611111111111111
7896,901,0,0,348,343,0.0
7897,901,155,25,430,352,6.444444444444445
7898,901,0,0,422,373,0.0
7899,901,134,28,411,357,5.777777777777778
7900,901,159,23,426,348,5.055555555555555
7901,901,158,23,430,352,5.055555555555555
7902,901,159,21,426,348,5.055555555555555
7903,901,159,23,426,348,5.055555555555555
7904,901,162,26,444,371,5.833333333333333
7905,901,135,17,496,428,5.333333333333333
7906,901,162,29,444,371,5.833333333333333
7907,901,0,0,447,352,0.0
7908,901,119,24,299,217,7.888888888888889
7909,901,127,31,460,400,5.333333333333333
7910,901,127,31,460,400,5.333333333333333
7911,901,127,30,460,400,5.333333333333333
7912,901,130,27,481,430,3.611111111111111
7913,901,118,19,480,317,3.8333333333333335
7914,901,0,0,15,5,0.0
7915,901,153,25,476,423,4.0
7916,901,130,28,481,430,3.611111111111111
7917,901,130,28,481,430,3.611111111111111
7918,3,100,8,0,0,0.0
7919,901,123,13,571,547,2.9444444444444446
7920,901,126,22,544,474,3.4444444444444446
7921,901,126,25,544,474,3.4444444444444446
7922,901,0,0,537,523,0.0
7923,901,123,20,602,597,3.611111111111111
7924,901,126,22,544,474,3.4444444444444446
7925,901,126,25,544,474,3.4444444444444446
7926,901,0,0,391,336,0.0
7927,901,135,23,450,353,4.5
7928,901,135,21,441,337,3.7222222222222223
7929,491,0,0,0,0,0.0
7930,901,125,18,370,276,9.333333333333334
7931,901,151,31,394,317,6.611111111111111
7932,901,132,26,393,348,6.222222222222222
7933,901,136,24,384,312,3.388888888888889
7934,901,145,18,378,318,5.222222222222222
7935,901,145,25,378,318,5.222222222222222
7936,901,145,26,378,318,5.222222222222222
7937,901,145,18,378,318,5.222222222222222
7938,901,140,13,42,42,2.2222222222222223
7939,901,145,24,346,313,3.9444444444444446
7940,901,145,23,346,313,3.9444444444444446
7941,901,239,29,336,266,9.055555555555555
7942,901,244,37,381,322,8.444444444444445
7943,901,244,35,381,322,8.444444444444445
7944,901,246,35,369,325,5.888888888888889
7945,901,228,33,406,325,7.611111111111111
7946,901,228,32,406,325,7.611111111111111
7947,901,228,33,406,325,7.611111111111111
7948,901,206,31,397,260,3.6666666666666665
7949,901,182,19,416,285,7.722222222222222
7950,901,182,17,416,285,7.722222222222222
7951,25,104,13,4,0,0.0
7952,901,165,14,217,133,14.5
7953,901,165,12,217,133,14.5
7954,901,0,0,352,235,0.0
7955,901,274,24,358,188,3.0555555555555554
7956,901,0,0,352,300,0.0
7957,901,168,29,289,181,8.333333333333334
7958,901,0,0,234,54,0.0
7959,901,130,16,290,142,5.111111111111111
7960,901,0,0,280,139,0.0
7961,901,150,25,331,235,7.0
7962,901,150,24,331,235,7.0
7963,901,0,0,205,44,0.0
7964,901,150,25,331,235,7.0
7965,901,150,24,331,235,7.0
7966,901,150,25,331,235,7.0
7967,901,0,0,279,175,0.0
7968,901,159,24,296,154,4.777777777777778
7969,901,163,15,278,175,9.88888888888889
7970,901,134,21,285,195,10.11111111111111
7971,901,159,23,296,154,4.777777777777778
7972,901,159,24,296,154,4.777777777777778
7973,901,0,0,155,86,0.0
7974,901,136,22,206,134,2.3333333333333335
7975,901,0,0,82,75,0.0
7976,901,166,30,267,145,6.555555555555555
7977,208,0,0,41,0,0.0
7978,901,166,30,267,145,6.555555555555555
7979,901,154,26,324,231,5.333333333333333
7980,901,373,28,305,48,1.2777777777777777
7981,901,373,27,303,45,1.2222222222222223
7982,901,0,0,244,149,0.0
7983,901,132,15,54,29,22.61111111111111
7984,901,0,0,230,188,0.0
7985,901,339,23,380,195,3.6666666666666665
7986,901,0,0,177,108,0.0
7987,901,332,14,388,210,4.0
7988,901,197,28,281,175,8.555555555555555
7989,901,339,23,380,195,3.6666666666666665
7990,901,0,0,379,195,0.0
7991,901,337,22,379,195,4.0
7992,5,0,0,0,0,0.0
7993,901,0,0,379,195,0.0
7994,901,337,23,379,195,4.0
7995,901,0,0,372,184,0.0
7996,901,333,24,390,214,4.0
7997,901,333,24,390,214,4.0
7998,901,333,2,390,214,4.0
7999,901,334,23,372,184,4.166666666666667
8000,901,0,0,377,190,0.0
8001,901,0,0,375,189,0.0
8002,901,0,0,372,184,0.0
8003,901,0,0,233,75,0.0
8004,901,205,35,231,106,13.944444444444445
8005,901,331,23,375,189,4.277777777777778
8006,901,0,0,411,257,0.0
8007,901,0,0,404,237,0.0
8008,901,0,0,39,1,0.0
8009,901,334,26,349,159,3.5555555555555554
8010,901,142,4,404,237,2.7222222222222223
8011,901,370,26,326,80,1.7777777777777777
8012,901,0,0,391,216,0.0
8013,901,198,12,428,219,3.0
8014,901,150,11,398,240,2.388888888888889
8015,901,150,12,398,240,2.388888888888889
8016,901,150,13,398,240,2.388888888888889
8017,901,198,16,428,219,3.0
8018,901,337,24,317,87,1.6666666666666667
8019,901,211,20,313,71,8.444444444444445
8020,901,0,0,496,350,0.0
8021,901,144,15,485,337,4.0
8022,901,145,10,484,336,4.0
8023,901,0,0,312,203,0.0
8024,901,0,0,288,196,0.0
8025,901,180,15,483,340,4.722222222222222
8026,901,199,16,464,279,4.444444444444445
8027,901,180,15,483,340,4.722222222222222
8028,901,180,3,483,340,4.722222222222222
8029,901,0,0,550,463,0.0
8030,901,176,15,470,347,6.555555555555555
8031,901,190,19,489,347,6.388888888888889
8032,901,250,29,429,262,6.5
8033,901,227,17,554,555,19.055555555555557
8034,901,191,21,483,338,6.111111111111111
8035,901,99,8,449,450,0.0
8036,901,191,22,483,338,6.111111111111111
8037,901,0,0,497,448,0.0
8038,901,227,19,515,365,6.5
8039,901,215,5,478,276,5.0
8040,901,228,18,512,362,6.666666666666667
8041,901,217,3,479,284,4.777777777777778
8042,901,227,19,515,365,6.5
8043,901,227,19,515,365,6.5
8044,901,173,11,454,366,6.777777777777778
8045,901,0,0,313,132,0.0
8046,901,197,5,462,376,5.666666666666667
8047,901,223,36,454,387,7.777777777777778
8048,901,157,18,438,375,4.888888888888889
8049,901,142,12,507,434,3.888888888888889
8050,901,272,20,464,361,3.7222222222222223
8051,901,0,0,406,383,0.0
8052,901,236,26,385,346,8.277777777777779
8053,901,236,28,385,346,8.277777777777779
8054,901,236,26,385,346,8.277777777777779
8055,901,236,27,385,346,8.277777777777779
8056,901,236,25,385,346,8.277777777777779
8057,901,182,23,452,439,5.944444444444445
8058,901,0,0,357,295,0.0
8059,901,0,0,355,303,0.0
8060,901,298,34,372,353,4.333333333333333
8061,901,0,0,505,505,0.0
8062,901,288,14,379,365,4.111111111111111
8063,901,302,37,369,350,3.888888888888889
8064,901,0,0,390,188,0.0
8065,901,0,0,364,242,0.0
8066,901,141,13,420,251,7.5
8067,901,141,13,420,251,7.5
8068,901,0,0,318,118,0.0
8069,901,121,8,343,145,4.611111111111111
8070,901,140,4,433,264,7.833333333333333
8071,901,0,0,423,354,0.0
8072,901,0,0,297,186,0.0
8073,901,133,12,423,354,12.722222222222221
8074,901,137,16,448,387,10.722222222222221
8075,901,149,23,352,293,11.61111111111111
8076,901,149,23,352,293,11.61111111111111
8077,901,158,27,372,293,12.333333333333334
8078,901,0,0,347,227,0.0
8079,901,172,18,334,199,14.666666666666666
8080,901,143,28,359,260,9.277777777777779
8081,901,0,0,0,1,0.0
8082,901,0,0,300,3,0.0
8083,901,100,9,502,362,8.944444444444445
8084,901,98,8,479,274,11.722222222222221
8085,901,101,9,502,362,8.944444444444445
8086,901,100,9,502,362,8.944444444444445
8087,901,100,2,574,470,6.166666666666667
8088,901,100,8,574,470,6.166666666666667
8089,901,100,8,574,471,5.277777777777778
8090,901,0,0,574,470,0.0
8091,901,0,0,490,376,0.0
8092,901,0,0,345,233,0.0
8093,901,114,9,490,376,7.055555555555555
8094,901,114,10,490,376,7.055555555555555
8095,901,114,10,490,376,7.055555555555555
8096,901,114,9,490,376,7.055555555555555
8097,901,102,10,446,324,12.555555555555555
8098,901,114,9,490,376,7.055555555555555
8099,901,152,11,495,381,6.444444444444445
8100,901,113,2,497,383,7.055555555555555
8101,901,153,14,468,361,6.777777777777778
8102,901,155,3,496,382,6.5
8103,901,109,9,498,384,6.833333333333333
8104,901,109,9,498,384,6.833333333333333
8105,160,0,0,0,0,0.0
8106,901,103,5,431,339,5.111111111111111
8107,901,100,7,381,273,0.7777777777777778
8108,901,103,12,431,339,5.111111111111111
8109,901,100,8,381,273,0.7777777777777778
8110,901,0,0,320,160,0.0
8111,901,104,10,417,288,6.666666666666667
8112,901,0,0,442,276,0.0
8113,901,0,0,442,276,0.0
8114,901,112,17,444,338,5.555555555555555
8115,901,112,10,444,338,5.555555555555555
8116,901,99,6,41,42,0.1111111111111111
8117,901,134,22,451,345,4.111111111111111
8118,901,138,11,439,383,8.88888888888889
8119,4,0,0,0,0,0.0
8120,901,116,16,466,379,12.61111111111111
8121,901,116,16,466,379,12.61111111111111
8122,901,0,0,433,313,0.0
8123,901,0,0,259,148,0.0
8124,901,116,15,466,379,12.61111111111111
8125,901,0,0,556,472,0.0
8126,901,116,16,466,379,12.61111111111111
8127,901,0,0,79,42,0.0
8128,901,115,14,466,379,12.777777777777779
8129,901,116,15,464,355,14.0
8130,901,0,0,41,42,0.0
8131,901,0,0,287,179,0.0
8132,901,106,10,419,262,12.11111111111111
8133,901,0,0,277,242,0.0
8134,901,118,21,220,188,18.833333333333332
8135,901,0,0,3,4,0.0
8136,901,101,7,597,307,0.4444444444444444
8137,901,106,5,407,359,19.333333333333332
8138,901,106,13,407,359,19.333333333333332
8139,901,101,10,440,441,7.166666666666667
8140,4,0,0,0,0,0.0
8141,901,207,15,439,440,6.777777777777778
8142,901,207,14,439,440,6.777777777777778
8143,901,207,15,439,440,6.777777777777778
8144,901,207,15,439,440,6.777777777777778
8145,901,131,2,247,248,5.111111111111111
8146,901,0,0,276,117,0.0
8147,901,131,11,247,248,5.111111111111111
8148,901,211,31,293,221,8.555555555555555
8149,901,223,33,338,298,11.944444444444445
8150,901,244,2,378,271,10.5
8151,901,0,0,229,189,0.0
8152,901,220,33,336,296,11.944444444444445
8153,901,164,22,315,265,9.722222222222221
8154,901,220,33,336,296,11.944444444444445
8155,901,108,12,392,165,7.555555555555555
8156,901,220,18,336,296,11.944444444444445
8157,901,0,0,327,293,0.0
8158,901,242,20,344,304,9.666666666666666
8159,901,242,20,344,304,9.666666666666666
8160,901,242,31,344,304,9.666666666666666
8161,901,139,13,445,444,14.444444444444445
8162,3,0,0,0,0,0.0
8163,901,164,12,260,230,13.11111111111111
8164,901,0,0,207,4,0.0
8165,901,145,24,266,173,13.5
8166,901,0,0,387,339,0.0
8167,901,211,18,427,375,12.222222222222221
8168,901,0,0,345,328,0.0
8169,901,181,17,393,337,10.777777777777779
8170,901,135,8,363,325,11.666666666666666
8171,901,135,15,363,325,11.666666666666666
8172,901,130,15,431,420,4.277777777777778
8173,901,147,16,487,472,8.944444444444445
8174,901,157,48,313,246,12.777777777777779
8175,901,147,15,487,472,8.944444444444445
8176,901,147,16,487,472,8.944444444444445
8177,901,0,0,334,319,0.0
8178,901,179,19,503,482,6.944444444444445
8179,901,179,19,503,482,6.944444444444445
8180,901,147,6,487,472,8.944444444444445
8181,901,0,0,242,156,0.0
8182,901,147,16,487,472,8.944444444444445
8183,901,147,16,487,472,8.944444444444445
8184,901,147,16,487,472,8.944444444444445
8185,901,207,27,344,304,8.333333333333334
8186,901,0,0,104,30,0.0
8187,901,169,15,339,301,11.61111111111111
8188,901,207,27,344,304,8.333333333333334
8189,901,207,28,342,295,8.222222222222221
8190,901,207,13,344,304,8.333333333333334
8191,901,0,0,340,299,0.0
8192,901,0,0,347,22,0.0
8193,901,140,24,340,299,7.833333333333333
8194,901,246,20,333,199,6.333333333333333
8195,901,246,23,333,199,6.333333333333333
8196,901,351,19,364,193,4.111111111111111
8197,901,160,17,277,39,6.333333333333333
8198,901,318,22,398,222,0.8888888888888888
8199,901,318,23,398,222,0.8888888888888888
8200,901,272,21,383,290,10.222222222222221
8201,901,0,0,292,166,0.0
8202,901,272,20,383,290,10.222222222222221
8203,901,171,13,311,154,9.222222222222221
8204,901,273,20,383,290,10.222222222222221
8205,901,272,7,383,290,10.222222222222221
8206,901,272,21,383,290,10.222222222222221
8207,901,272,20,383,290,10.222222222222221
8208,901,273,20,390,299,10.944444444444445
8209,901,119,10,300,201,5.666666666666667
8210,901,209,21,375,313,10.777777777777779
8211,901,213,21,385,325,11.166666666666666
8212,901,213,8,385,325,11.166666666666666
8213,901,0,0,364,354,0.0
8214,901,213,23,385,325,11.166666666666666
8215,901,213,21,385,325,11.166666666666666
8216,901,113,18,412,328,5.555555555555555
8217,901,118,23,392,293,5.555555555555555
8218,901,0,0,251,238,0.0
8219,901,0,0,451,376,0.0
8220,901,0,0,446,371,0.0
8221,901,99,8,451,376,5.944444444444445
8222,901,105,12,436,365,6.055555555555555
8223,901,136,12,383,269,11.055555555555555
8224,901,136,12,383,269,11.055555555555555
8225,901,107,4,397,343,6.166666666666667
8226,901,136,13,383,269,11.055555555555555
8227,901,136,5,383,269,11.055555555555555
8228,901,120,10,415,367,6.722222222222222
8229,901,120,10,415,367,6.722222222222222
8230,901,110,14,318,299,7.944444444444445
8231,901,146,19,347,275,4.5
8232,901,146,18,347,275,4.5
8233,901,146,19,347,275,4.5
8234,901,146,20,347,275,4.5
8235,901,146,10,347,275,4.5
8236,901,146,19,347,275,4.5
8237,901,160,21,265,194,6.222222222222222
8238,901,138,22,262,162,6.777777777777778
8239,901,114,16,334,274,5.444444444444445
8240,901,0,0,383,200,0.0
8241,901,332,23,383,200,4.611111111111111
8242,901,110,11,294,280,8.333333333333334
8243,901,0,0,216,148,0.0
8244,901,110,17,294,280,8.333333333333334
8245,901,0,0,228,94,0.0
8246,901,110,17,294,280,8.333333333333334
8247,901,0,0,275,262,0.0
8248,901,210,51,210,174,12.333333333333334
8249,901,0,0,432,341,0.0
8250,901,99,8,454,363,4.555555555555555
8251,901,100,9,469,350,2.5
8252,901,106,13,370,272,6.722222222222222
8253,901,106,13,370,272,6.722222222222222
8254,901,106,13,370,272,6.722222222222222
8255,901,99,8,400,272,3.0555555555555554
8256,901,99,9,400,272,3.0555555555555554
8257,901,99,8,457,325,2.6666666666666665
8258,901,99,9,305,267,0.3333333333333333
8259,901,108,9,426,334,4.666666666666667
8260,901,108,15,329,255,5.833333333333333
8261,901,108,15,329,255,5.833333333333333
8262,4,98,1,1,1,0.0
8263,4,0,0,0,0,0.0
8264,901,157,6,387,298,6.166666666666667
8265,901,100,11,385,286,5.388888888888889
8266,901,0,0,433,408,0.0
8267,6,0,0,1,0,0.0
8268,901,97,7,433,408,0.16666666666666666
8269,901,97,1,433,408,0.16666666666666666
8270,901,98,8,397,299,0.2222222222222222
8271,901,0,0,401,355,0.0
8272,901,96,7,433,408,0.16666666666666666
8273,901,0,0,433,408,0.0
8274,901,109,13,578,575,2.7222222222222223
8275,901,107,5,511,447,3.2777777777777777
8276,901,0,0,563,560,0.0
8277,901,105,11,572,478,1.8888888888888888
8278,901,107,15,580,577,2.8333333333333335
8279,901,134,5,574,476,4.722222222222222
8280,901,0,0,523,414,0.0
8281,901,0,0,340,330,0.0
8282,901,105,13,573,474,2.4444444444444446
8283,901,104,11,543,443,1.8888888888888888
8284,901,0,0,376,263,0.0
8285,901,106,14,523,414,1.7222222222222223
8286,901,106,14,523,414,1.7222222222222223
8287,901,106,14,523,414,1.7222222222222223
8288,901,106,15,523,414,1.7222222222222223
8289,901,0,0,470,356,0.0
8290,901,106,8,458,339,2.7222222222222223
8291,901,107,15,517,409,1.8333333333333333
8292,901,106,14,458,339,2.7222222222222223
8293,901,106,15,458,339,2.7222222222222223
8294,901,106,14,458,339,2.7222222222222223
8295,901,106,15,458,339,2.7222222222222223
8296,901,0,0,261,178,0.0
8297,901,113,16,459,362,2.888888888888889
8298,901,114,15,473,378,2.388888888888889
8299,901,122,12,339,293,6.611111111111111
8300,901,0,0,453,351,0.0
8301,901,100,2,453,351,0.2222222222222222
8302,901,100,9,513,413,0.16666666666666666
8303,901,111,17,458,437,4.555555555555555
8304,901,101,9,514,417,0.3333333333333333
8305,901,101,3,514,417,0.3333333333333333
8306,901,101,8,514,417,0.3333333333333333
8307,901,101,9,514,417,0.3333333333333333
8308,901,102,1,514,417,0.3333333333333333
8309,901,101,8,394,283,0.3333333333333333
8310,901,101,8,394,283,0.3333333333333333
8311,901,101,1,394,283,0.3333333333333333
8312,901,0,0,394,283,0.0
8313,901,101,8,394,283,0.3333333333333333
8314,901,0,0,394,283,0.0
8315,901,102,7,394,283,0.3333333333333333
8316,901,102,8,394,283,0.3333333333333333
8317,901,0,0,346,265,0.0
8318,901,114,10,470,360,1.7222222222222223
8319,901,0,0,461,345,0.0
8320,901,105,9,374,229,3.611111111111111
8321,901,0,0,461,340,0.0
8322,901,115,9,459,348,1.7777777777777777
8323,901,102,7,457,328,5.111111111111111
8324,901,117,9,461,345,1.9444444444444444
8325,901,120,10,452,341,2.111111111111111
8326,901,131,17,450,343,2.2222222222222223
8327,901,116,9,468,364,1.8888888888888888
8328,901,116,9,468,364,1.8888888888888888
8329,901,116,8,468,364,1.8888888888888888
8330,901,116,9,468,364,1.8888888888888888
8331,901,0,0,539,431,0.0
8332,901,0,0,0,1,0.0
8333,901,102,8,541,445,0.9444444444444444
8334,901,102,8,541,445,0.9444444444444444
8335,901,102,9,539,431,0.8333333333333334
8336,901,102,9,441,399,3.5555555555555554
8337,901,102,8,541,445,0.9444444444444444
8338,901,0,0,261,150,0.0
8339,901,116,1,456,336,0.2777777777777778
8340,901,101,9,448,334,2.0
8341,901,114,8,455,336,0.2777777777777778
8342,901,101,9,448,334,2.0
8343,7,100,8,1,1,0.0
8344,901,115,20,482,390,5.277777777777778
8345,901,0,0,481,381,0.0
8346,901,0,0,416,309,0.0
8347,901,126,30,439,339,16.5
8348,901,0,0,431,331,0.0
8349,901,126,22,439,339,16.5
8350,901,126,30,439,339,16.5
8351,901,126,29,439,339,16.5
8352,901,126,29,439,339,16.5
8353,7,100,8,1,1,0.0
8354,901,0,0,459,314,0.0
8355,901,207,26,541,460,9.222222222222221
8356,901,207,27,541,460,9.222222222222221
8357,901,202,26,536,460,10.222222222222221
8358,901,202,26,536,460,10.222222222222221
8359,901,202,26,536,460,10.222222222222221
8360,901,0,0,540,452,0.0
8361,901,202,26,536,460,10.222222222222221
8362,901,199,24,544,461,10.277777777777779
8363,901,202,25,540,452,10.055555555555555
8364,901,199,24,544,461,10.277777777777779
8365,901,216,15,494,391,12.222222222222221
8366,901,117,20,497,395,12.333333333333334
