Generation,Lifetime Over 900 Cycle,Total Occumation Grade,Occupation Block of 5 Grade,Created Process Grade,Alive Process Grade,Bombing Freq Grade
0,901,337,66,0,1,40.0
1,901,303,106,0,1,33.333333333333336
2,901,303,105,0,1,33.333333333333336
3,901,0,0,0,1,0.0
4,901,303,106,0,1,33.333333333333336
5,19,0,0,4,0,0.0
6,901,7,2,0,1,33.333333333333336
7,901,7,2,0,1,33.333333333333336
8,5,0,0,0,0,0.0
9,901,304,107,0,1,33.333333333333336
10,901,304,107,0,1,33.333333333333336
11,901,304,106,0,1,33.333333333333336
12,901,304,106,0,1,33.333333333333336
13,901,304,106,0,1,33.333333333333336
14,901,0,0,0,1,0.0
15,901,304,106,0,1,33.333333333333336
16,901,304,107,0,1,33.333333333333336
17,901,303,106,0,1,33.333333333333336
18,901,0,0,0,1,0.0
19,901,303,106,0,1,33.333333333333336
20,901,303,106,0,1,33.333333333333336
21,901,303,106,0,1,33.333333333333336
22,901,304,105,0,1,33.333333333333336
23,901,303,106,0,1,33.333333333333336
24,901,303,107,0,1,33.333333333333336
25,901,303,105,0,1,33.333333333333336
26,901,303,106,0,1,33.333333333333336
27,901,304,107,0,1,33.333333333333336
28,901,303,106,0,1,33.333333333333336
29,901,303,107,0,1,33.333333333333336
30,901,303,107,0,1,33.333333333333336
31,457,154,10,0,0,16.666666666666668
32,901,303,105,0,1,33.333333333333336
33,901,303,106,0,1,33.333333333333336
34,901,303,107,0,1,33.333333333333336
35,901,303,106,0,1,33.333333333333336
36,901,303,106,0,1,33.333333333333336
37,901,303,106,0,1,33.333333333333336
38,901,0,0,0,1,0.0
39,901,303,107,0,1,33.333333333333336
40,901,303,105,0,1,33.333333333333336
41,901,303,106,0,1,33.333333333333336
42,901,303,106,0,1,33.333333333333336
43,901,304,107,0,1,33.333333333333336
44,901,303,106,0,1,33.333333333333336
45,901,304,105,0,1,33.333333333333336
46,5,6,3,0,0,0.0
47,901,303,106,0,1,33.333333333333336
48,901,303,106,0,1,33.333333333333336
49,901,305,2,0,1,33.333333333333336
50,901,0,0,0,1,0.0
51,901,303,107,0,1,33.333333333333336
52,901,303,106,0,1,33.333333333333336
53,901,303,105,0,1,33.333333333333336
54,901,303,105,0,1,33.333333333333336
55,901,307,21,0,1,33.333333333333336
56,901,0,0,0,1,0.0
57,901,0,0,0,1,0.0
58,901,0,0,0,1,0.0
59,5,0,0,0,0,0.0
60,901,309,22,0,1,33.333333333333336
61,901,309,22,0,1,33.333333333333336
62,901,309,23,0,1,33.333333333333336
63,901,311,22,0,1,33.333333333333336
64,901,310,22,0,1,33.333333333333336
65,901,310,22,0,1,33.333333333333336
66,901,310,22,0,1,33.333333333333336
67,901,310,22,0,1,33.333333333333336
68,901,310,23,0,1,33.333333333333336
69,901,310,2,0,1,33.333333333333336
70,901,310,22,0,1,33.333333333333336
71,901,0,0,0,1,0.0
72,5,0,0,0,0,0.0
73,901,310,22,0,1,33.333333333333336
74,901,309,22,0,1,33.333333333333336
75,901,309,22,0,1,33.333333333333336
76,901,0,0,0,1,0.0
77,901,309,22,0,1,33.333333333333336
78,901,309,23,0,1,33.333333333333336
79,901,309,22,0,1,33.333333333333336
80,901,302,21,0,1,33.333333333333336
81,901,0,0,0,1,0.0
82,901,157,12,0,1,33.333333333333336
83,901,157,12,0,1,33.333333333333336
84,901,157,11,0,1,33.333333333333336
85,901,299,21,0,1,33.333333333333336
86,901,306,3,0,1,33.333333333333336
87,16,0,0,0,0,0.0
88,901,308,22,0,1,33.333333333333336
89,901,308,23,0,1,33.333333333333336
90,901,308,21,0,1,33.333333333333336
91,901,7,1,225,2,12.5
92,901,0,0,2,2,0.0
93,901,222,44,226,5,12.555555555555555
94,901,8,2,225,2,12.5
95,901,0,0,225,2,0.0
96,901,8,2,225,2,12.5
97,901,0,0,225,2,0.0
98,901,9,1,225,2,12.5
99,901,49,1,239,240,15.5
100,901,0,0,263,20,0.0
101,901,49,5,239,240,15.5
102,901,0,0,34,35,0.0
103,901,49,5,239,240,15.5
104,14,0,0,2,0,0.0
105,901,7,1,419,420,10.833333333333334
106,901,0,0,419,420,0.0
107,901,7,1,419,420,10.833333333333334
108,901,7,1,419,420,10.833333333333334
109,901,0,0,223,224,0.0
110,901,197,14,419,420,10.833333333333334
111,901,49,1,223,224,15.555555555555555
112,901,0,0,301,12,0.0
113,901,299,21,302,15,0.2777777777777778
114,901,300,20,301,9,0.2222222222222222
115,901,300,21,301,9,0.2222222222222222
116,901,300,21,301,9,0.2222222222222222
117,901,303,21,303,9,0.1111111111111111
118,901,300,21,301,9,0.2222222222222222
119,901,0,0,369,2,0.0
120,901,300,21,300,8,0.2222222222222222
121,901,301,20,300,8,0.2222222222222222
122,901,300,20,300,8,0.2222222222222222
123,901,300,20,300,8,0.2222222222222222
124,901,0,0,299,8,0.0
125,901,299,20,300,9,0.2777777777777778
126,901,299,20,300,9,0.2777777777777778
127,901,0,0,294,8,0.0
128,901,299,8,300,9,0.2777777777777778
129,901,0,0,300,2,0.0
130,7,0,0,1,0,0.0
131,901,9,2,300,2,0.05555555555555555
132,901,0,0,298,9,0.0
133,901,0,0,262,10,0.0
134,901,0,0,296,8,0.0
135,901,0,0,296,2,0.0
136,3,0,0,0,0,0.0
137,901,309,23,296,2,0.05555555555555555
138,13,0,0,0,0,0.0
139,901,230,17,229,11,0.1111111111111111
140,901,157,12,302,6,0.05555555555555555
141,901,229,17,229,11,0.1111111111111111
142,14,12,3,1,0,0.0
143,901,450,2,226,6,0.05555555555555555
144,901,304,21,152,6,0.05555555555555555
145,901,450,31,226,6,0.05555555555555555
146,901,450,2,226,6,0.05555555555555555
147,901,450,31,226,6,0.05555555555555555
148,901,450,32,226,6,0.05555555555555555
149,901,450,31,226,6,0.05555555555555555
150,901,450,32,226,6,0.05555555555555555
151,901,577,40,154,18,1.1666666666666667
152,3,11,2,0,0,0.0
153,10,0,0,0,0,0.0
154,17,13,4,2,0,0.0
155,901,570,28,156,16,1.2222222222222223
156,7,0,0,1,0,0.0
157,901,331,24,441,441,7.611111111111111
158,901,332,24,441,441,7.555555555555555
159,16,0,0,1,0,0.0
160,901,340,26,435,435,7.5
161,901,0,0,349,257,0.0
162,901,13,1,556,557,0.05555555555555555
163,901,236,19,380,310,0.05555555555555555
164,901,236,20,380,310,0.05555555555555555
165,901,236,20,380,310,0.05555555555555555
166,901,0,0,382,316,0.0
167,901,232,17,381,314,0.3333333333333333
168,901,236,17,381,313,0.05555555555555555
169,901,236,19,382,314,0.16666666666666666
170,901,233,18,382,316,0.2777777777777778
171,901,0,0,249,40,0.0
172,901,229,5,388,319,0.1111111111111111
173,901,301,23,436,418,8.38888888888889
174,901,229,20,389,320,0.1111111111111111
175,901,178,7,296,83,6.111111111111111
176,901,178,18,296,83,6.111111111111111
177,901,358,28,556,557,0.05555555555555555
178,901,0,0,556,557,0.0
179,901,0,0,556,556,0.0
180,901,357,27,556,557,0.0
181,901,357,27,556,557,0.0
182,901,17,1,556,557,0.0
183,901,357,28,556,557,0.0
184,901,357,26,556,557,0.0
185,901,357,28,556,557,0.0
186,901,17,2,556,557,0.0
187,901,0,0,556,557,0.0
188,901,17,2,556,557,0.0
189,901,17,2,556,557,0.0
190,901,17,2,556,557,0.0
191,901,17,2,556,557,0.0
192,901,17,1,556,557,0.0
193,901,17,2,556,557,0.0
194,901,17,1,556,557,0.0
195,901,17,1,556,557,0.0
196,901,17,2,556,557,0.0
197,901,17,2,556,557,0.0
198,901,17,2,556,557,0.0
199,901,17,2,556,557,0.0
200,901,17,1,556,557,0.0
201,901,17,2,556,557,0.0
202,901,0,0,556,557,0.0
203,901,17,1,556,557,0.0
204,901,17,2,556,557,0.0
205,901,17,1,556,557,0.0
206,901,17,1,556,557,0.0
207,901,17,2,556,557,0.0
208,901,17,2,556,557,0.0
209,901,17,2,556,557,0.0
210,901,213,15,225,27,3.4444444444444446
211,901,295,25,389,390,0.0
212,901,0,0,300,2,0.0
213,901,0,0,299,2,0.0
214,901,296,25,388,389,0.0
215,901,314,21,299,2,0.0
216,901,0,0,556,557,0.0
217,901,313,23,302,9,0.0
218,901,357,26,556,557,0.0
219,901,263,31,461,462,0.0
220,901,357,28,556,557,0.0
221,901,263,32,461,462,0.0
222,901,357,27,556,557,0.0
223,901,357,28,556,557,0.05555555555555555
224,901,357,28,556,557,0.0
225,901,0,0,465,466,0.0
226,901,0,0,298,2,0.0
227,901,268,28,465,466,0.0
228,901,0,0,465,466,0.0
229,901,268,31,465,466,0.0
230,901,268,29,465,466,0.0
231,901,268,30,465,466,0.0
232,901,268,28,465,466,0.0
233,901,357,27,556,557,0.0
234,901,268,31,465,466,0.0
235,901,0,0,556,557,0.0
236,901,268,31,465,466,0.0
237,901,17,1,556,557,0.0
238,901,268,30,465,466,0.0
239,901,17,1,301,4,0.0
240,901,17,2,556,557,0.0
241,901,17,1,556,557,0.0
242,901,17,2,556,557,0.0
243,901,17,2,556,557,0.0
244,901,17,1,556,557,0.0
245,901,17,1,556,557,0.0
246,901,17,2,556,557,0.0
247,901,0,0,51,42,0.0
248,901,357,31,554,555,0.05555555555555555
249,901,16,2,555,556,0.0
250,901,0,0,295,39,0.0
251,901,19,3,1,1,0.16666666666666666
252,901,268,23,295,39,1.8888888888888888
253,901,268,22,295,39,1.8888888888888888
254,547,40,7,156,0,4.777777777777778
255,901,268,22,295,39,1.8888888888888888
256,901,0,0,300,11,0.0
257,901,0,0,237,152,0.0
258,901,163,13,300,11,0.4444444444444444
259,901,164,12,298,5,0.3888888888888889
260,901,0,0,297,5,0.0
261,901,163,13,300,11,0.4444444444444444
262,901,164,14,300,11,0.4444444444444444
263,901,287,21,342,103,0.4444444444444444
264,901,287,21,342,103,0.4444444444444444
265,901,287,21,342,103,0.4444444444444444
266,901,146,12,314,157,8.11111111111111
267,901,142,14,309,101,4.111111111111111
268,901,141,5,208,38,16.0
269,901,146,12,314,157,8.11111111111111
270,901,146,3,314,157,8.11111111111111
271,901,146,12,314,157,8.11111111111111
272,901,146,10,314,157,8.11111111111111
273,901,146,2,314,157,8.11111111111111
274,901,146,12,314,157,8.11111111111111
275,901,146,12,314,157,8.11111111111111
276,901,146,11,314,157,8.11111111111111
277,901,146,12,314,157,8.11111111111111
278,901,146,11,314,157,8.11111111111111
279,901,146,12,314,157,8.11111111111111
280,901,146,12,314,157,8.11111111111111
281,901,146,2,314,157,8.11111111111111
282,901,146,12,314,157,8.11111111111111
283,901,28,6,313,167,9.166666666666666
284,901,81,13,339,186,9.88888888888889
285,901,0,0,270,149,0.0
286,901,57,14,265,93,14.11111111111111
287,3,0,0,0,0,0.0
288,901,57,12,265,93,14.11111111111111
289,901,57,14,265,93,14.11111111111111
290,901,0,0,0,1,0.0
291,901,57,12,265,93,14.11111111111111
292,901,57,12,265,93,14.11111111111111
293,901,0,0,299,62,0.0
294,901,57,12,265,93,14.11111111111111
295,901,50,7,269,146,15.11111111111111
296,901,57,11,265,93,14.11111111111111
297,901,57,14,265,93,14.11111111111111
298,901,57,14,265,93,14.11111111111111
299,901,0,0,256,177,0.0
300,901,119,12,278,68,11.11111111111111
301,901,68,16,209,92,11.277777777777779
302,901,68,16,209,92,11.277777777777779
303,901,0,0,365,220,0.0
304,901,0,0,405,226,0.0
305,901,0,0,135,4,0.0
306,901,75,12,405,226,7.166666666666667
307,901,75,13,405,226,7.166666666666667
308,901,0,0,356,124,0.0
309,901,75,14,405,226,7.166666666666667
310,901,99,15,249,228,19.333333333333332
311,901,0,0,225,4,0.0
312,901,63,20,413,246,13.166666666666666
313,257,26,4,92,29,1.5555555555555556
314,901,144,12,320,121,11.0
315,901,127,14,265,102,9.055555555555555
316,901,84,21,373,331,25.166666666666668
317,901,84,21,373,331,25.166666666666668
318,218,0,0,36,0,0.0
319,901,0,0,289,93,0.0
320,901,141,17,332,38,11.222222222222221
321,901,141,8,332,38,11.222222222222221
322,901,54,10,261,150,12.61111111111111
323,901,54,10,261,150,12.61111111111111
324,901,52,6,74,28,3.2777777777777777
325,901,454,32,6,2,1.2777777777777777
326,901,42,11,227,134,10.722222222222221
327,901,42,9,227,134,10.722222222222221
328,901,0,0,2,2,0.0
329,901,19,3,2,1,0.1111111111111111
330,901,19,4,2,2,0.05555555555555555
331,901,19,4,2,2,0.1111111111111111
332,901,19,4,2,2,0.1111111111111111
333,901,19,4,2,2,0.1111111111111111
334,901,0,0,1,1,0.0
335,901,19,3,2,2,0.1111111111111111
336,901,18,2,2,2,0.1111111111111111
337,901,19,4,2,2,0.1111111111111111
338,901,19,4,2,2,0.1111111111111111
339,901,19,4,2,2,0.1111111111111111
340,901,19,4,2,2,0.1111111111111111
341,901,101,14,205,35,5.555555555555555
342,901,31,3,306,93,8.944444444444445
343,901,32,4,399,106,10.333333333333334
344,901,118,13,319,77,8.5
345,901,195,16,3,2,0.2222222222222222
346,901,32,3,399,106,10.333333333333334
347,901,416,30,51,1,1.2777777777777777
348,901,87,30,308,83,10.722222222222221
349,901,87,29,308,83,10.722222222222221
350,901,87,26,308,83,10.722222222222221
351,901,0,0,179,36,0.0
352,901,0,0,209,23,0.0
353,901,55,1,256,155,8.61111111111111
354,901,55,5,256,155,8.61111111111111
355,901,67,2,215,132,7.777777777777778
356,901,104,9,356,277,13.333333333333334
357,901,0,0,239,40,0.0
358,901,0,0,182,31,0.0
359,901,104,4,356,277,13.333333333333334
360,901,104,9,356,277,13.333333333333334
361,901,104,2,356,277,13.333333333333334
362,901,104,9,356,277,13.333333333333334
363,901,0,0,374,244,0.0
364,901,115,11,374,244,8.666666666666666
365,901,100,8,368,307,13.833333333333334
366,901,100,11,368,307,13.833333333333334
367,901,115,12,374,244,8.666666666666666
368,901,0,0,216,24,0.0
369,901,145,3,313,187,10.61111111111111
370,901,100,4,368,307,13.833333333333334
371,901,230,17,156,149,33.05555555555556
372,901,162,7,335,315,18.22222222222222
373,901,0,0,312,181,0.0
374,901,162,15,335,315,18.22222222222222
375,901,162,15,335,315,18.22222222222222
376,901,162,16,335,315,18.22222222222222
377,901,193,7,283,204,15.0
378,901,162,16,335,315,18.22222222222222
379,901,162,17,335,315,18.22222222222222
380,901,162,7,335,315,18.22222222222222
381,901,168,17,292,242,19.055555555555557
382,901,158,17,349,330,17.61111111111111
383,901,158,15,349,330,17.61111111111111
384,901,158,15,349,330,17.61111111111111
385,901,0,0,307,212,0.0
386,901,0,0,242,84,0.0
387,901,0,0,264,58,0.0
388,901,0,0,286,52,0.0
389,901,127,5,286,52,7.277777777777778
390,901,118,12,264,58,7.166666666666667
391,901,118,12,264,58,7.166666666666667
392,901,202,13,264,30,11.277777777777779
393,901,140,16,283,33,10.0
394,901,259,34,301,49,14.5
395,27,24,3,3,0,0.0
396,901,259,32,301,49,14.5
397,901,225,19,301,49,14.5
398,901,0,0,279,35,0.0
399,901,171,16,309,86,14.833333333333334
400,901,287,22,268,35,14.777777777777779
401,901,278,23,278,35,15.166666666666666
402,901,162,14,284,47,13.333333333333334
403,901,171,5,309,86,14.833333333333334
404,901,232,18,300,47,12.0
405,27,0,0,3,0,0.0
406,901,131,10,268,32,12.555555555555555
407,901,197,16,216,43,13.444444444444445
408,901,100,11,272,70,13.555555555555555
409,901,197,17,216,43,13.444444444444445
410,901,166,16,325,128,10.61111111111111
411,901,0,0,338,62,0.0
412,901,150,7,246,83,7.555555555555555
413,901,653,45,75,5,9.444444444444445
414,901,150,13,246,83,7.555555555555555
415,901,150,5,246,83,7.555555555555555
416,901,255,6,230,104,11.11111111111111
417,901,150,14,246,83,7.555555555555555
418,901,150,5,246,83,7.555555555555555
419,901,150,15,246,83,7.555555555555555
420,901,150,14,246,83,7.555555555555555
421,901,150,14,246,83,7.555555555555555
422,901,75,10,247,244,24.22222222222222
423,901,0,0,519,398,0.0
424,901,29,7,447,322,3.388888888888889
425,901,30,9,519,398,1.6666666666666667
426,901,30,7,519,398,1.6666666666666667
427,901,30,7,519,398,1.6666666666666667
428,901,30,7,519,398,1.6666666666666667
429,901,0,0,262,49,0.0
430,901,61,13,378,290,7.055555555555555
431,901,30,8,519,398,1.6666666666666667
432,7,25,4,1,1,0.0
433,901,55,10,406,222,6.833333333333333
434,901,55,11,406,222,6.833333333333333
435,236,229,16,1,0,10.38888888888889
436,236,0,0,1,0,0.0
437,901,65,10,334,160,11.222222222222221
438,901,65,11,334,160,11.222222222222221
439,901,0,0,281,169,0.0
440,901,49,7,281,169,8.277777777777779
441,901,87,10,298,182,12.88888888888889
442,901,87,9,298,182,12.88888888888889
443,901,0,0,290,134,0.0
444,901,49,8,281,169,8.277777777777779
445,901,49,5,281,169,8.277777777777779
446,901,49,8,281,169,8.277777777777779
447,901,49,8,281,169,8.277777777777779
448,901,98,11,299,129,7.222222222222222
449,901,49,8,281,169,8.277777777777779
450,901,49,8,281,169,8.277777777777779
451,901,49,8,281,169,8.277777777777779
452,901,0,0,78,43,0.0
453,901,0,0,221,107,0.0
454,901,29,5,208,144,0.2777777777777778
455,901,0,0,280,120,0.0
456,901,131,13,199,136,12.38888888888889
457,901,131,13,199,136,12.38888888888889
458,901,36,4,154,155,5.277777777777778
459,901,27,4,300,301,0.05555555555555555
460,901,0,0,12,10,0.0
461,901,26,4,12,10,0.1111111111111111
462,901,0,0,12,10,0.0
463,901,147,18,260,119,14.222222222222221
464,901,116,11,109,67,31.0
465,901,0,0,252,121,0.0
466,901,154,16,262,161,16.27777777777778
467,901,154,16,262,161,16.27777777777778
468,901,154,18,262,161,16.27777777777778
469,901,154,10,262,161,16.27777777777778
470,901,154,16,262,161,16.27777777777778
471,901,154,16,262,161,16.27777777777778
472,4,25,1,0,0,0.0
473,901,154,16,262,161,16.27777777777778
474,901,120,15,133,83,32.0
475,901,154,10,262,161,16.27777777777778
476,901,140,15,250,122,15.277777777777779
477,901,0,0,294,280,0.0
478,901,146,12,212,158,24.666666666666668
479,901,0,0,342,243,0.0
480,901,134,12,203,154,24.833333333333332
481,901,72,9,38,36,19.166666666666668
482,901,64,12,164,142,11.055555555555555
483,901,163,15,196,55,3.888888888888889
484,901,82,2,42,42,45.05555555555556
485,901,82,7,42,42,45.05555555555556
486,901,0,0,42,42,0.0
487,630,0,0,149,0,0.0
488,901,82,8,42,42,45.05555555555556
489,901,82,2,42,42,45.05555555555556
490,901,0,0,42,42,0.0
491,5,0,0,0,0,0.0
492,901,82,2,42,42,45.05555555555556
493,901,82,8,42,42,45.05555555555556
494,901,82,7,42,42,45.05555555555556
495,901,0,0,42,42,0.0
496,901,82,7,42,42,45.05555555555556
497,901,81,7,42,42,42.94444444444444
498,901,82,8,42,42,45.05555555555556
499,901,81,7,42,42,42.94444444444444
500,901,113,15,311,220,12.0
501,901,81,7,42,42,42.94444444444444
502,901,0,0,42,42,0.0
503,901,108,6,280,104,1.9444444444444444
504,901,82,7,70,42,37.888888888888886
505,901,0,0,228,2,0.0
506,901,84,4,61,42,38.94444444444444
507,901,32,5,1,1,0.0
508,901,84,10,61,42,39.44444444444444
509,901,0,0,53,42,0.0
510,901,0,0,35,14,0.0
511,901,82,10,78,63,32.888888888888886
512,901,0,0,94,63,0.0
513,901,82,10,100,83,36.0
514,901,80,13,44,43,24.61111111111111
515,901,0,0,166,119,0.0
516,901,0,0,143,33,0.0
517,901,104,30,152,11,12.38888888888889
518,901,0,0,78,44,0.0
519,901,239,22,89,51,9.5
520,901,256,9,133,59,10.11111111111111
521,901,0,0,99,28,0.0
522,901,82,23,187,184,22.27777777777778
523,901,82,22,187,184,22.27777777777778
524,901,82,19,187,184,22.27777777777778
525,901,82,23,187,184,22.27777777777778
526,901,82,23,187,184,22.27777777777778
527,901,0,0,188,83,0.0
528,901,54,21,71,6,7.555555555555555
529,901,99,31,141,118,21.055555555555557
530,901,194,29,188,165,20.833333333333332
531,901,194,29,188,165,20.833333333333332
532,901,0,0,131,40,0.0
533,901,112,10,192,141,14.222222222222221
534,901,112,10,192,141,14.222222222222221
535,901,0,0,338,189,0.0
536,901,112,10,192,141,14.222222222222221
537,901,0,0,68,23,0.0
538,901,114,22,219,34,12.777777777777779
539,901,156,26,264,62,18.333333333333332
540,901,156,20,264,62,18.333333333333332
541,901,156,26,264,62,18.333333333333332
542,901,0,0,147,27,0.0
543,901,35,5,301,3,0.0
544,901,92,34,250,84,17.77777777777778
545,901,139,23,270,257,16.77777777777778
546,901,0,0,264,49,0.0
547,901,101,21,183,160,14.333333333333334
548,901,101,19,183,160,14.333333333333334
549,901,65,10,65,41,11.88888888888889
550,901,153,24,271,250,16.944444444444443
551,901,60,11,109,52,10.444444444444445
552,901,60,11,109,52,10.444444444444445
553,901,88,25,214,97,11.5
554,901,88,22,214,97,11.5
555,901,0,0,203,114,0.0
556,901,88,22,214,97,11.5
557,901,79,27,230,144,11.444444444444445
558,901,0,0,183,94,0.0
559,901,88,22,214,97,11.5
560,901,88,24,214,97,11.5
561,901,88,24,214,97,11.5
562,901,88,22,214,97,11.5
563,901,0,0,290,3,0.0
564,901,90,27,199,131,14.444444444444445
565,901,89,19,214,112,10.166666666666666
566,901,89,22,214,112,10.166666666666666
567,901,89,22,214,112,10.166666666666666
568,901,74,26,438,424,3.7777777777777777
569,901,132,23,182,107,13.555555555555555
570,901,74,27,438,424,3.7777777777777777
571,56,0,0,5,0,0.0
572,901,74,27,438,424,3.7777777777777777
573,901,84,24,425,414,3.8333333333333335
574,901,74,26,438,424,3.7777777777777777
575,901,74,23,438,424,3.7777777777777777
576,901,74,25,438,424,3.7777777777777777
577,901,74,26,438,424,3.7777777777777777
578,901,50,14,468,466,3.3333333333333335
579,901,74,25,438,424,3.7777777777777777
580,901,74,21,438,424,3.7777777777777777
581,901,77,24,437,423,3.888888888888889
582,901,62,18,468,464,3.111111111111111
583,901,74,27,438,424,3.7777777777777777
584,901,0,0,79,20,0.0
585,901,73,23,429,412,3.7222222222222223
586,901,0,0,435,421,0.0
587,901,71,25,437,422,3.8333333333333335
588,901,71,24,435,421,4.166666666666667
589,901,71,26,437,422,3.8333333333333335
590,901,71,22,435,421,4.166666666666667
591,901,71,24,435,421,4.166666666666667
592,901,71,24,437,422,3.8333333333333335
593,901,277,19,266,5,2.388888888888889
594,901,71,23,435,421,4.166666666666667
595,901,71,24,435,421,4.166666666666667
596,901,146,32,220,171,12.444444444444445
597,901,147,33,220,172,11.11111111111111
598,901,0,0,232,127,0.0
599,901,139,9,188,101,3.1666666666666665
600,901,0,0,185,104,0.0
601,901,0,0,182,5,0.0
602,901,131,17,185,104,3.4444444444444446
603,901,184,18,219,88,3.1666666666666665
604,901,131,18,185,104,3.4444444444444446
605,901,131,17,185,104,3.4444444444444446
606,901,131,17,185,104,3.4444444444444446
607,901,131,17,185,104,3.4444444444444446
608,901,131,17,185,104,3.4444444444444446
609,901,131,16,185,104,3.4444444444444446
610,901,131,18,185,104,3.4444444444444446
611,901,131,18,185,104,3.4444444444444446
612,901,131,16,185,104,3.4444444444444446
613,901,88,8,208,95,2.2222222222222223
614,901,81,6,162,81,3.611111111111111
615,901,81,10,162,81,3.611111111111111
616,901,81,6,162,81,3.611111111111111
617,901,81,12,162,81,3.611111111111111
618,901,81,10,162,81,3.611111111111111
619,901,81,11,162,81,3.611111111111111
620,901,81,10,162,81,3.611111111111111
621,901,73,10,171,92,3.5555555555555554
622,901,81,12,162,81,3.611111111111111
623,901,84,16,167,88,8.166666666666666
624,901,84,17,167,88,8.166666666666666
625,901,0,0,158,93,0.0
626,901,86,13,155,97,8.11111111111111
627,901,0,0,132,131,0.0
628,901,173,18,186,65,18.22222222222222
629,901,76,8,150,110,19.166666666666668
630,901,335,22,302,5,0.0
631,901,76,8,150,110,19.166666666666668
632,901,76,8,150,110,19.166666666666668
633,901,76,8,150,110,19.166666666666668
634,901,85,13,170,118,16.055555555555557
635,901,85,14,170,118,16.055555555555557
636,901,77,8,153,95,18.11111111111111
637,901,77,8,153,95,18.11111111111111
638,901,85,15,170,118,16.055555555555557
639,901,77,7,153,95,18.11111111111111
640,901,85,13,170,118,16.055555555555557
641,901,85,14,170,118,16.055555555555557
642,901,334,22,302,5,0.0
643,901,334,23,302,5,0.0
644,31,0,0,3,0,0.0
645,901,333,23,302,5,0.0
646,901,323,24,290,3,0.0
647,901,323,6,290,3,0.0
648,901,333,23,302,5,0.0
649,901,334,22,302,5,0.0
650,901,333,23,302,5,0.0
651,901,333,1,302,5,0.0
652,901,333,23,302,5,0.0
653,901,333,23,302,5,0.0
654,901,0,0,0,1,0.0
655,901,334,23,302,5,0.0
656,901,0,0,302,5,0.0
657,901,210,18,228,5,5.333333333333333
658,901,210,18,228,5,5.333333333333333
659,901,60,4,111,87,2.9444444444444446
660,901,60,8,110,87,2.2222222222222223
661,901,60,8,110,87,2.2222222222222223
662,901,0,0,247,65,0.0
663,901,174,14,245,122,1.7777777777777777
664,901,164,6,243,134,1.7777777777777777
665,7,0,0,0,0,0.0
666,901,221,18,212,44,1.0555555555555556
667,901,218,19,236,81,2.2222222222222223
668,901,248,22,178,86,7.388888888888889
669,901,339,25,206,32,0.6111111111111112
670,901,339,26,206,32,0.6111111111111112
671,901,248,22,178,86,7.388888888888889
672,901,248,21,178,86,7.388888888888889
673,901,248,22,178,86,7.388888888888889
674,901,0,0,257,123,0.0
675,901,233,5,184,78,6.444444444444445
676,901,0,0,170,49,0.0
677,901,0,0,289,2,0.0
678,901,324,57,289,2,0.0
679,901,324,54,289,2,0.0
680,901,121,12,272,148,1.8888888888888888
681,901,121,12,272,148,1.8888888888888888
682,901,121,4,272,148,1.8888888888888888
683,901,138,12,315,164,1.6666666666666667
684,901,0,0,310,166,0.0
685,724,0,0,59,0,0.0
686,901,66,10,408,310,9.722222222222221
687,901,136,4,310,166,4.277777777777778
688,901,101,4,293,175,4.611111111111111
689,901,0,0,339,241,0.0
690,901,141,9,347,180,6.722222222222222
691,901,337,22,302,5,0.0
692,901,337,24,302,5,0.0
693,901,0,0,300,257,0.0
694,8,0,0,2,0,0.0
695,901,93,8,302,238,9.222222222222221
696,901,76,7,300,257,10.277777777777779
697,901,76,7,300,257,10.277777777777779
698,901,149,15,291,166,8.222222222222221
699,901,149,24,291,166,8.222222222222221
700,901,0,0,231,203,0.0
701,901,0,0,227,184,0.0
702,901,143,15,329,169,7.777777777777778
703,901,0,0,303,180,0.0
704,901,86,29,271,228,13.11111111111111
705,901,64,18,336,270,11.055555555555555
706,901,90,15,336,293,11.722222222222221
707,901,58,20,297,275,12.722222222222221
708,901,61,14,374,336,9.666666666666666
709,901,0,0,199,95,0.0
710,901,60,1,192,193,3.4444444444444446
711,901,76,18,365,351,12.5
712,901,76,18,365,351,12.5
713,901,76,18,365,351,12.5
714,901,152,18,335,320,19.5
715,901,121,25,323,319,19.88888888888889
716,901,0,0,275,196,0.0
717,901,117,13,539,508,10.166666666666666
718,901,117,15,539,508,10.166666666666666
719,901,88,11,387,345,10.88888888888889
720,901,117,15,539,508,10.166666666666666
721,901,0,0,552,519,0.0
722,901,122,12,408,391,12.055555555555555
723,901,0,0,382,290,0.0
724,901,117,15,575,572,8.88888888888889
725,901,119,7,575,572,8.88888888888889
726,901,105,14,576,567,8.555555555555555
727,901,85,10,199,111,9.61111111111111
728,901,51,8,574,537,5.944444444444445
729,901,51,8,574,537,5.944444444444445
730,901,51,9,574,537,5.944444444444445
731,901,51,9,574,537,5.944444444444445
732,901,51,9,574,537,5.944444444444445
733,901,51,9,574,537,5.944444444444445
734,901,68,14,514,439,9.555555555555555
735,901,110,12,525,478,9.555555555555555
736,901,101,14,523,477,9.833333333333334
737,901,76,11,537,471,9.055555555555555
738,901,76,9,537,471,9.055555555555555
739,901,101,13,523,477,9.833333333333334
740,901,107,12,378,378,26.333333333333332
741,901,67,9,598,481,7.722222222222222
742,901,67,8,598,481,7.722222222222222
